Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 14:00,2019,12,6,14:00,-4.3,,-7.2,,80,,36,,1,,,,101.02,,,,-5,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 15:00,2019,12,6,15:00,-4,,-7.5,,77,,27,,4,,,,101.06,,,,-6,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 16:00,2019,12,6,16:00,-4,,-6.8,,81,,26,,5,,,,101.11,,,,-6,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 17:00,2019,12,6,17:00,-4.1,,-6.7,,82,,25,,8,,,,101.22,,,,-8,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 18:00,2019,12,6,18:00,-4.5,,-7.2,,82,,27,,9,,,,101.31,,,,-8,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 19:00,2019,12,6,19:00,-5,,-8.2,,78,,29,,10,,,,101.36,,,,-9,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 20:00,2019,12,6,20:00,-5.5,,-9.2,,75,,29,,14,,,,101.44,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 21:00,2019,12,6,21:00,-6.8,,-10.2,,77,,28,,7,,,,101.52,,,,-10,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 22:00,2019,12,6,22:00,-9.1,,-11.9,,80,,28,,7,,,,101.6,,,,-13,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-06 23:00,2019,12,6,23:00,-8.2,,-10.3,,84,,28,,7,,,,101.69,,,,-12,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 0:00,2019,12,7,0:00,-8.5,,-10.2,,87,,27,,6,,,,101.999,,,,-12,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 1:00,2019,12,7,1:00,999,,-10.4,,89,,31,,4,,,,101.78,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 2:00,2019,12,7,2:00,-8.8,,-10.5,,87,,30,,3,,,,101.85,,,,-10,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 3:00,2019,12,7,3:00,-9.9,,-10.8,,93,,29,,4,,,,101.89,,,,-12,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 4:00,2019,12,7,4:00,-11,,999,,90,,27,,6,,,,101.96,,,,-15,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 5:00,2019,12,7,5:00,-10.2,,-11.3,,91,,33,,2,,,,101.99,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 6:00,2019,12,7,6:00,-10,,-11,,93,,0,,1,,,,102.06,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 7:00,2019,12,7,7:00,-10.9,,-12.2,,90,,33,,4,,,,102.12,,,,-13,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 8:00,2019,12,7,8:00,-8.7,,-10.1,,90,,,,0,,,,102.18,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 9:00,2019,12,7,9:00,-7.9,,-10.2,,83,,33,,4,,,,102.26,,,,-10,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 10:00,2019,12,7,10:00,-7,,-11,,73,,29,,17,,,,102.32,,,,-13,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 11:00,2019,12,7,11:00,-6.2,,-11.6,,65,,28,,15,,,,102.33,,,,-12,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 12:00,2019,12,7,12:00,-5.5,,-11.3,,64,,27,,14,,,,102.33,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 13:00,2019,12,7,13:00,-5.5,,-11.5,,63,,27,,17,,,,102.33,,,,-12,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 14:00,2019,12,7,14:00,-4.8,,-11.3,,61,,26,,17,,,,102.35,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 15:00,2019,12,7,15:00,-4.5,,-11.4,,58,,26,,18,,,,102.39,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 16:00,2019,12,7,16:00,-5.2,,-10.9,,64,,26,,15,,,,102.46,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 17:00,2019,12,7,17:00,-5.7,,-10.3,,70,,25,,14,,,,102.51,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 18:00,2019,12,7,18:00,-6.4,,-10.6,,72,,25,,11,,,,102.55,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 19:00,2019,12,7,19:00,-6.9,,-10.9,,999,,26,,13,,,,102.57,,,,-12,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 20:00,2019,12,7,20:00,-7.4,,-11.3,,999,,26,,11,,,,102.61,,,,-12,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 21:00,2019,12,7,21:00,-7.9,,-11.5,,75,,26,,11,,,,102.62,,,,-13,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 22:00,2019,12,7,22:00,-8.1,,-11.5,,77,,24,,8,,,,102.62,,,,-12,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-07 23:00,2019,12,7,23:00,-8.4,,-11.8,,76,,23,,7,,,,102.65,,,,-12,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 0:00,2019,12,8,0:00,-8.5,,-11.5,,78,,24,,6,,,,102.65,,,,-12,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 1:00,2019,12,8,1:00,999,,-11.1,,84,,25,,7,,,,102.63,,,,-13,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 2:00,2019,12,8,2:00,-9,,-11.1,,85,,25,,9,,,,102.69,,,,-14,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 3:00,2019,12,8,3:00,-9.5,,-11.6,,85,,23,,5,,,,102.62,,,,-12,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 4:00,2019,12,8,4:00,-10.1,,-11.3,,91,,14,,5,,,,102.58,,,,-13,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 5:00,2019,12,8,5:00,-10.4,,-11.7,,90,,15,,9,,,,102.57,,,,-15,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 6:00,2019,12,8,6:00,-9.6,,-12.6,,999,,15,,12,,,,102.52,,,,-15,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 7:00,2019,12,8,7:00,999,,-12.1,,77,,15,,16,,,,102.42,,,,-16,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 8:00,2019,12,8,8:00,-7.5,,-11.9,,71,,15,,17,,,,102.38,,,,-14,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 9:00,2019,12,8,9:00,-6.6,,-11.3,,69,,15,,15,,,,102.35,,,,-13,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 10:00,2019,12,8,10:00,-5.3,,-10.7,,66,,14,,14,,,,102.28,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 11:00,2019,12,8,11:00,-4.6,,-10.7,,62,,13,,13,,,,102.16,,,,-10,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 12:00,2019,12,8,12:00,-3.8,,-8.7,,68,,14,,17,,,,102.04,,,,-10,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 13:00,2019,12,8,13:00,-3.1,,-7.9,,69,,15,,20,,,,101.86,,,,-9,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 14:00,2019,12,8,14:00,-2.7,,-7.3,,71,,15,,17,,,,101.73,,,,-8,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 15:00,2019,12,8,15:00,-2.2,,-6.9,,70,,15,,30,,,,NoData,,,,-9,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 16:00,2019,12,8,16:00,-1.7,,-6.8,,68,,15,,34,,,,101.39,,,,-9,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 17:00,2019,12,8,17:00,-1.4,,-7.4,,64,,15,,31,,,,101.41,,,,-8,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 18:00,2019,12,8,18:00,-1.4,,-7.2,,64,,15,,26,,,,101.38,,,,-8,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 19:00,2019,12,8,19:00,-0.7,,-6.5,,65,,15,,27,,,,101.31,,,,-7,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 20:00,2019,12,8,20:00,0,,-6.6,,61,,16,,26,,,,101.28,,,,-6,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 21:00,2019,12,8,21:00,0.1,,-5.9,,64,,15,,23,,,,101.27,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 22:00,2019,12,8,22:00,0.4,,-5,,67,,15,,26,,,,101.25,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-08 23:00,2019,12,8,23:00,0.5,,-3.5,,999,,15,,22,,,,101.27,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 0:00,2019,12,9,0:00,0.5,,-2.2,,82,,15,,16,,,,101.29,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 1:00,2019,12,9,1:00,0.6,,-1.6,,85,,15,,17,,,,101.29,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 2:00,2019,12,9,2:00,0.6,,-1.1,,88,,15,,17,,,,101.28,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 3:00,2019,12,9,3:00,0.8,,-0.7,,90,,15,,20,,,,101.28,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 4:00,2019,12,9,4:00,0.9,,-0.9,,88,,15,,18,,,,101.25,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 5:00,2019,12,9,5:00,1,,-0.8,,88,,15,,17,,,,101.25,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 6:00,2019,12,9,6:00,1,,-0.5,,90,,14,,14,,,,101.25,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 7:00,2019,12,9,7:00,1.2,,-0.3,,89,,14,,15,,,,101.23,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 8:00,2019,12,9,8:00,1.6,,-0.6,,86,,13,,14,,,,101.2,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 9:00,2019,12,9,9:00,1.7,,-0.7,,84,,14,,10,,,,101.17,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 10:00,2019,12,9,10:00,2.7,,-0.8,,77,,13,,12,,,,101.1,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 11:00,2019,12,9,11:00,3.2,,-0.6,,76,,13,,14,,,,100.95,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 12:00,2019,12,9,12:00,2.9,,0.8,,86,,14,,16,,,,100.999,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 13:00,2019,12,9,13:00,4,,0.6,,78,,12,,17,,,,100.55,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 14:00,2019,12,9,14:00,4.8,,1.4,,999,,13,,11,,,,100.38,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 15:00,2019,12,9,15:00,4.4,,NoData,,89,,13,,20,,,,100.16,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 16:00,2019,12,9,16:00,4.7,,3.7,,93,,13,,18,,,,100.02,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 17:00,2019,12,9,17:00,4.8,,4.2,,96,,12,,21,,,,99.83,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 18:00,2019,12,9,18:00,4.8,,4.4,,97,,12,,17,,,,99.63,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 19:00,2019,12,9,19:00,5.2,,4.5,,95,,14,,16,,,,99.48,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 20:00,2019,12,9,20:00,5.8,,4.6,,92,,15,,20,,,,99.39,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 21:00,2019,12,9,21:00,5.8,,4.9,,94,,16,,18,,,,99.33,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 22:00,2019,12,9,22:00,5.8,,5.1,,95,,16,,17,,,,99.23,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-09 23:00,2019,12,9,23:00,6,,5.4,,96,,15,,15,,,,99.19,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 0:00,2019,12,10,0:00,6.1,,5.2,,94,,16,,16,,,,99.2,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 1:00,2019,12,10,1:00,7.3,,6.4,,94,,19,,17,,,,99.19,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 2:00,2019,12,10,2:00,6.9,,6,,94,,18,,15,,,,99.21,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 3:00,2019,12,10,3:00,7,,6.3,,95,,16,,14,,,,99.22,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 4:00,2019,12,10,4:00,6.6,,5.7,,94,,16,,12,,,,99.23,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 5:00,2019,12,10,5:00,8.6,,6.9,,89,,20,,23,,,,99.25,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 6:00,2019,12,10,6:00,8.8,,7.3,,91,,20,,23,,,,99.28,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 7:00,2019,12,10,7:00,8.9,,7.1,,89,,19,,23,,,,99.36,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 8:00,2019,12,10,8:00,9,,6,,81,,22,,27,,,,99.45,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 9:00,2019,12,10,9:00,8.9,,5.6,,80,,23,,23,,,,99.58,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 10:00,2019,12,10,10:00,8.8,,4.9,,77,,24,,21,,,,99.7,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 11:00,2019,12,10,11:00,8.4,,4,,999,,24,,19,,,,99.73,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 12:00,2019,12,10,12:00,7.6,,1.4,,65,,26,,31,,,,99.999,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 13:00,2019,12,10,13:00,6.5,,-0.8,,60,,26,,33,,,,99.93,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 14:00,2019,12,10,14:00,4.5,,-2.3,,61,,27,,32,,,,100.07,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 15:00,2019,12,10,15:00,2.5,,-2.2,,71,,28,,31,,,,100.2,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 16:00,2019,12,10,16:00,0.5,,-5.5,,64,,28,,30,,,,100.48,,,,,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 17:00,2019,12,10,17:00,-0.8,,-8.5,,56,,28,,34,,,,100.63,,,,-8,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 18:00,2019,12,10,18:00,-1.6,,-8.5,,59,,30,,24,,,,100.84,,,,-8,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 19:00,2019,12,10,19:00,-2.4,,-9.7,,57,,29,,25,,,,101.03,,,,-9,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 20:00,2019,12,10,20:00,-3.7,,-10.9,,58,,28,,17,,,,101.19,,,,-9,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 21:00,2019,12,10,21:00,-4.8,,-11.2,,61,,29,,19,,,,101.32,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 22:00,2019,12,10,22:00,-5.7,,-12.1,,61,,29,,18,,,,101.49,,,,-12,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-10 23:00,2019,12,10,23:00,-6.6,,NoData,,61,,30,,19,,,,101.61,,,,-13,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 0:00,2019,12,11,0:00,-7.9,,-13.9,,62,,31,,17,,,,101.999,,,,-15,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 1:00,2019,12,11,1:00,-8.5,,-14.1,,64,,29,,16,,,,101.83,,,,-15,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 2:00,2019,12,11,2:00,-9.3,,-14.5,,66,,28,,12,,,,101.9,,,,-15,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 3:00,2019,12,11,3:00,-9.7,,-14.7,,67,,29,,13,,,,101.92,,,,-16,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 4:00,2019,12,11,4:00,-10.2,,-14.8,,69,,30,,10,,,,102.02,,,,-15,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 5:00,2019,12,11,5:00,-10.7,,-14.7,,72,,31,,5,,,,102.03,,,,-14,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 6:00,2019,12,11,6:00,-10.8,,-14.3,,75,,32,,2,,,,102.04,,,,-12,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 7:00,2019,12,11,7:00,-10.1,,-14.5,,70,,11,,4,,,,102.04,,,,-12,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 8:00,2019,12,11,8:00,-9.6,,-13.8,,71,,10,,4,,,,102.04,,,,-12,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 9:00,2019,12,11,9:00,-8.1,,NoData,,69,,18,,10,,,,102.05,,,,-13,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 10:00,2019,12,11,10:00,-7.3,,-13.2,,63,,19,,8,,,,102.03,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 11:00,2019,12,11,11:00,-6.3,,-13,,59,,17,,8,,,,101.95,,,,-10,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 12:00,2019,12,11,12:00,-4.6,,-11.9,,57,,14,,15,,,,101.999,,,,-10,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 13:00,2019,12,11,13:00,-4.2,,-11.6,,56,,14,,17,,,,NoData,,,,-10,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 14:00,2019,12,11,14:00,-3.3,,-10,,60,,12,,15,,,,101.47,,,,-8,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 15:00,2019,12,11,15:00,-2.7,,-9.3,,60,,15,,13,,,,101.44,,,,-7,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 16:00,2019,12,11,16:00,-3.1,,-6.6,,77,,21,,11,,,,101.47,,,,-7,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 17:00,2019,12,11,17:00,-4.2,,-5.1,,94,,27,,7,,,,101.51,,,,-7,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 18:00,2019,12,11,18:00,-2.9,,-7,,73,,24,,22,,,,101.55,,,,-9,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 19:00,2019,12,11,19:00,-3.5,,-8.7,,67,,25,,29,,,,101.62,,,,-11,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 20:00,2019,12,11,20:00,-4.7,,-10,,66,,26,,26,,,,101.78,,,,-12,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 21:00,2019,12,11,21:00,-5.1,,-12.1,,58,,26,,32,,,,101.94,,,,-13,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 22:00,2019,12,11,22:00,-6.1,,-13.9,,54,,27,,30,,,,102.14,,,,-14,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-11 23:00,2019,12,11,23:00,-6.8,,-15.1,,52,,27,,33,,,,102.31,,,,-16,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-12 0:00,2019,12,12,0:00,-7.7,,-15.7,,53,,27,,24,,,,102.48,,,,-16,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-12 1:00,2019,12,12,1:00,-8.4,,-16.4,,53,,27,,20,,,,102.61,,,,-16,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-12 2:00,2019,12,12,2:00,-8.6,,-16.2,,54,,25,,14,,,,102.72,,,,-15,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-12 3:00,2019,12,12,3:00,-8.5,,-16.6,,52,,25,,17,,,,102.78,,,,-15,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-12 4:00,2019,12,12,4:00,-8.7,,-15.9,,56,,25,,16,,,,NoData,,,,-15,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-12 5:00,2019,12,12,5:00,-8.8,,-15.7,,57,,28,,16,,,,102.93,,,,-16,,NA
-73.999,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2019-12-12 6:00,2019,12,12,6:00,999,,-15.7,,58,,28,,21,,,,103.01,,,,-17,,NA
